Company name,Fyers symbol,BSE Code,Symbol
DHANLAXMI FABRICS LTD.,BSE:DHANFAB-X,521151,DHANFAB
SRI LAKSHMI SARASWATHI TEXTILE,BSE:SLSTLQ-X,521161,SLSTLQ
ZODIAC CLOTHING CO.LTD.,BSE:ZODIACLOTH-B,521163,ZODIACLOTH
SRI RAMAKRISHNA MILLS (COIMBAT,BSE:SRMCL-X,521178,SRMCL
SUPER SPINNING MILLS LTD.,BSE:SUPERSPIN-B,521180,SUPERSPIN
SIL INVESTMENTS LTD.,BSE:SILINV-B,521194,SILINV
SURYALAKSHMI COTTON MILLS LTD.,BSE:SURYALAXMI-B,521200,SURYALAXMI
SAMTEX FASHIONS LTD.,BSE:SAMTEX-X,521206,SAMTEX
DHANALAXMI ROTO SPINNERS LTD.,BSE:DHANROTO-XT,521216,DHANROTO
DAMODAR INDUSTRIES LTD.,BSE:DAMODARIND-B,521220,DAMODARIND
SANBLUE CORPORATION LTD.,BSE:SANBLUE-X,521222,SANBLUE
UNIROYAL INDUSTRIES LTD.,BSE:UNIROYAL-XT,521226,UNIROYAL
TATIA GLOBAL VENNTURE LTD.,BSE:TATIAGLOB-XT,521228,TATIAGLOB
SUNIL INDUSTRIES LTD.,BSE:SUNILTX-P,521232,SUNILTX
SRI NACHAMMAI COTTON MILLS LTD,BSE:SRINACHA-XT,521234,SRINACHA
KKRRAFTON Developers Limited,BSE:KDL-XT,521238,KDL
SAMBANDAM SPINNING MILLS LTD.,BSE:SAMBANDAM-X,521240,SAMBANDAM
KANDAGIRI SPINNING MILLS LTD.,BSE:KANDAGIRI-X,521242,KANDAGIRI
MKP Mobility Limited,BSE:MKPMOB-XT,521244,MKPMOB
PARAS PETROFILS LTD.,BSE:PARASPETRO-T,521246,PARASPETRO
KITEX GARMENTS LTD.,BSE:KITEX-B,521248,KITEX
CRANEX LTD.,BSE:CRANEX-XT,522001,CRANEX
BATLIBOI LTD.,BSE:BATLIBOI-XT,522004,BATLIBOI
AUSTIN ENGINEERING CO.LTD.,BSE:AUSTENG-X,522005,AUSTENG
UNITED DRILLING TOOLS LTD.,BSE:UNIDT-B,522014,UNIDT
FLUIDOMAT LTD.,BSE:FLUIDOM-X,522017,FLUIDOM
EMA INDIA LTD.,BSE:EMAINDIA-XT,522027,EMAINDIA
WINDSOR MACHINES LTD.,BSE:WINDMACHIN-B,522029,WINDMACHIN
SHANTHI GEARS LTD.,BSE:SHANTIGEAR-B,522034,SHANTIGEAR
MIVEN MACHINE TOOLS LTD.,BSE:MIVENMACH-XT,522036,MIVENMACH
HONDA INDIA POWER PRODUCTS LIM,BSE:HONDAPOWER-B,522064,HONDAPOWER
The Hi-Tech Gears Ltd,BSE:HITECHGEAR-T,522073,HITECHGEAR
ELGI EQUIPMENTS LTD.,BSE:ELGIEQUIP-A,522074,ELGIEQUIP
UNITED VAN DER HORST LTD.,BSE:UVDRHOR-XT,522091,UVDRHOR
KILBURN ENGINEERING LTD.,BSE:KLBRENG-B-X,522101,KLBRENG-B
BIRLA PRECISION TECHNOLOGIES L,BSE:BIRLAPREC-X,522105,BIRLAPREC
YUKEN INDIA LTD.,BSE:YUKEN-B,522108,YUKEN
TIMKEN INDIA LTD.,BSE:TIMKEN-A,522113,TIMKEN
VOITH PAPER FABRICS INDIA LTD.,BSE:VOITHPAPR-X,522122,VOITHPAPR
SOLITAIRE MACHINE TOOLS LTD.,BSE:SOLIMAC-X,522152,SOLIMAC
DIAMOND POWER INFRASTRUCTURE L,BSE:DIACABS-T,522163,DIACABS
INDSIL HYDRO POWER AND MANGANE,BSE:INDSILHYD-X,522165,INDSILHYD
TMT (INDIA) LTD.,BSE:TMTIND-B1-X,522171,TMTIND-B1
ITL INDUSTRIES LTD.,BSE:ITL-X,522183,ITL
FRONTIER SPRINGS LTD.,BSE:FRONTSP-X,522195,FRONTSP
PRAJ INDUSTRIES LTD.,BSE:PRAJIND-A,522205,PRAJIND
RASANDIK ENGINEERING INDUSTRIE,BSE:RASANDIK-X,522207,RASANDIK
YOGI SUNG-WON (INDIA) LTD.,BSE:YOGISUNG-XT,522209,YOGISUNG
HLE GLASCOAT LIMITED,BSE:HLEGLAS-A,522215,HLEGLAS
GUJARAT APOLLO INDUSTRIES LTD.,BSE:GUJAPOLLO-B,522217,GUJAPOLLO
TANEJA AEROSPACE & AVIATION LT,BSE:TANAA-X,522229,TANAA
CONART ENGINEERS LTD.,BSE:CONART-X,522231,CONART
MINAL INDUSTRIES LIMITED,BSE:MINALIND-XT,522235,MINALIND
SHIVAGRICO IMPLEMENTS LTD.,BSE:SHIVAGR-XT,522237,SHIVAGR
M.M.FORGINGS LTD.,BSE:MMFL-B,522241,MMFL
IYKOT HITECH TOOLROOM LTD.,BSE:IYKOTHITE-XT,522245,IYKOTHITE
MAYUR UNIQUOTERS LTD.,BSE:MAYURUNIQ-B,522249,MAYURUNIQ
CENLUB INDUSTRIES LTD.,BSE:CENLUB-XT,522251,CENLUB
RAJOO ENGINEERS LTD.,BSE:RAJOOENG-XT,522257,RAJOOENG
DOLPHIN OFFSHORE ENTERPRISES (,BSE:DOLPHIN-T,522261,DOLPHIN
VEEJAY LAKSHMI ENGINEERING WOR,BSE:VJLAXMIE-X,522267,VJLAXMIE
AHMEDABAD STEELCRAFT LTD.,BSE:AHMDSTE-XT,522273,AHMDSTE
GE T&D India Limited,BSE:GET&D-T,522275,GET&D
RAM RATNA WIRES LTD.,BSE:RAMRAT-B,522281,RAMRAT
JAYASWAL NECO INDUSTRIES LTD.,BSE:JAYNECOIND-B,522285,JAYNECOIND
KALPATARU PROJECTS INTERNATION,BSE:KPIL-A,522287,KPIL
NMS RESOURCES GLOBAL LIMITED,BSE:NMSRESRC-X,522289,NMSRESRC
CANDOUR TECHTEX LIMITED,BSE:CANDOUR-X,522292,CANDOUR
T & I GLOBAL LTD.,BSE:TIGLOB-X,522294,TIGLOB
CONTROL PRINT LTD.,BSE:CONTROLPR-B,522295,CONTROLPR
BEMCO HYDRAULICS LTD.,BSE:BEMHY-X,522650,BEMHY
ANSAL BUILDWELL LTD.,BSE:ANSALBU-X,523007,ANSALBU
WEIZMANN LTD.,BSE:WEIZMANIND-B,523011,WEIZMANIND
B.N.RATHI SECURITIES LTD.,BSE:BNRSEC-X,523019,BNRSEC
RISHI TECHTEX LTD.,BSE:RISHITECH-X,523021,RISHITECH
SINCLAIRS HOTELS LTD.,BSE:SINCLAIR-B,523023,SINCLAIR
SAFARI INDUSTRIES (INDIA) LTD.,BSE:SAFARI-A,523025,SAFARI
ADS DIAGNOSTIC LTD.,BSE:ADSDIAG-Y,523031,ADSDIAG
BINAYAK TEX PROCESSORS LTD.,BSE:ZBINTXPP-XT,523054,ZBINTXPP
J.J.FINANCE CORPORATION LTD.,BSE:JJFINCOR-X,523062,JJFINCOR
COSMO FERRITES LTD.,BSE:COSMOFE-X,523100,COSMOFE
CROPSTER AGRO LIMITED,BSE:CROPSTER-X,523105,CROPSTER
FUTURISTIC SECURITIES LTD.,BSE:FUTURSEC-X,523113,FUTURSEC
SANCO TRANS LTD.,BSE:SANCTRN-X,523116,SANCTRN
ADOR MULTIPRODUCTS LTD.,BSE:ADORMUL-X,523120,ADORMUL
EIH ASSOCIATED HOTELS LTD.,BSE:EIHAHOTELS-B,523127,EIHAHOTELS
MEDI-CAPS LTD.,BSE:MEDICAPQ-X,523144,MEDICAPQ
OTCO INTERNATIONAL LTD.,BSE:OTCO-X,523151,OTCO
MORGANITE CRUCIBLE (INDIA) LTD,BSE:MORGANITE-X,523160,MORGANITE
B&A PACKAGING INDIA LIMITED,BSE:BAPACK-X,523186,BAPACK
ABAN OFFSHORE LTD.,BSE:ABAN-T,523204,ABAN
KOKUYO CAMLIN LTD.,BSE:KOKUYOCMLN-B,523207,KOKUYOCMLN
SRM ENERGY LTD.,BSE:SRMENERGY-XT,523222,SRMENERGY
BHARAT SEATS LTD.,BSE:BHARATSE-X,523229,BHARATSE
CONTINENTAL PETROLEUMS LTD.,BSE:CONTPTR-X,523232,CONTPTR
NB FOOTWEAR LTD.,BSE:NBFOOT-P,523242,NBFOOT
MACHINO PLASTICS LTD.,BSE:MACPLASQ-X,523248,MACPLASQ
PEARL POLYMERS LTD.,BSE:PEARLPOLY-T,523260,PEARLPOLY
VENKYS (INDIA) LTD.,BSE:VENKEYS-B,523261,VENKEYS
ADVANI HOTELS & RESORTS (INDIA,BSE:ADVANIHOTR-B,523269,ADVANIHOTR
GV FILMS LTD.,BSE:GVFILM-X,523277,GVFILM
SUPERHOUSE LTD.,BSE:SUPERHOUSE-B,523283,SUPERHOUSE
RAMA VISION LTD.,BSE:RAMAVISION-X,523289,RAMAVISION
TCPL PACKAGING LTD.,BSE:TCPLPACK-B,523301,TCPLPACK
SHRI GANG INDUSTRIES AND ALLIE,BSE:SHRIGANG-XT,523309,SHRIGANG
PURITY FLEX PACK LTD.,BSE:PURITY-P,523315,PURITY
BALMER LAWRIE & CO.LTD.,BSE:BALMLAWRIE-B,523319,BALMLAWRIE
KOVAI MEDICAL CENTER & HOSPITA,BSE:KOVAI-B,523323,KOVAI
ELDECO HOUSING & INDUSTRIES LT,BSE:ELDEHSG-B,523329,ELDEHSG
MICROSE INDIA LTD.,BSE:MICROSE-XT,523343,MICROSE
DCM SHRIRAM LIMITED,BSE:DCMSHRIRAM-A,523367,DCMSHRIRAM
DCM SHRIRAM INDUSTRIES LTD.,BSE:DCMSRIND-B,523369,DCMSRIND
MAWANA SUGARS LTD.,BSE:MAWANASUG-B,523371,MAWANASUG
MINI DIAMONDS (INDIA) LTD.,BSE:MINID-XT,523373,MINID
MAHA RASHTRA APEX CORPORATION,BSE:MAHAPEXLTD-B,523384,MAHAPEXLTD
NILKAMAL LTD.,BSE:NILKAMAL-B,523385,NILKAMAL
NAHAR POLYFILMS LTD.,BSE:NAHARPOLY-B,523391,NAHARPOLY
3M INDIA LTD.,BSE:3MINDIA-A,523395,3MINDIA
Johnson Controls-Hitachi Air C,BSE:JCHAC-B,523398,JCHAC
JM FINANCIAL LTD.,BSE:JMFINANCIL-A,523405,JMFINANCIL
ADC INDIA COMMUNICATIONS LIMIT,BSE:ADCINDIA-X,523411,ADCINDIA
TAMILNADU TELECOMMUNICATIONS L,BSE:TNTELE-T,523419,TNTELE
SUNRAJ DIAMOND EXPORTS LTD.,BSE:SUNRAJDI-XT,523425,SUNRAJDI
RELIANCE INDUSTRIAL INFRASTRUC,BSE:RIIL-A,523445,RIIL
LINDE INDIA LIMITED,BSE:LINDEINDIA-A,523457,LINDEINDIA
IND BANK HOUSING LTD.,BSE:INDBNK-B,523465,INDBNK
JAI MATA GLASS LTD.,BSE:JAIMATAG-X,523467,JAIMATAG
LOTUS CHOCOLATE CO.LTD.,BSE:LOTUSCHO-X,523475,LOTUSCHO
PACIFIC INDUSTRIES LTD.,BSE:PACIFICI-X,523483,PACIFICI
CHENNAI MEENAKSHI MULTISPECIAL,BSE:CMMHOSP-X,523489,CMMHOSP
UNIVERSAL OFFICE AUTOMATION LT,BSE:UNIOFFICE-XT,523519,UNIOFFICE
APM INDUSTRIES LTD.,BSE:APMIN-X,523537,APMIN
PRECISION WIRES INDIA LTD.,BSE:PRECWIRE-B,523539,PRECWIRE
KRYPTON INDUSTRIES LTD.,BSE:KRYPTONQ-XT,523550,KRYPTONQ
SWISS MILITARY CONSUMER GOODS ,BSE:SWISSMLTRY-X,523558,SWISSMLTRY
MARTIN BURN LTD.,BSE:MARBU-X,523566,MARBU
Future Enterprises Limited,BSE:FEL-Z,523574,FEL
INDIAN TONERS & DEVELOPERS LTD,BSE:INDTONER-X,523586,INDTONER
KUNSTSTOFFE INDUSTRIES LTD.,BSE:KUNSTOFF-X,523594,KUNSTOFF
SHIPPING CORPORATION OF INDIA,BSE:SCI-A,523598,SCI
SIKA INTERPLANT SYSTEMS LTD.,BSE:SIKA-XT,523606,SIKA
ITI LTD.,BSE:ITI-A,523610,ITI
DREDGING CORPORATION OF INDIA,BSE:DREDGECORP-B,523618,DREDGECORP
PHAARMASIA LTD.,BSE:PHRMASI-XT,523620,PHRMASI
Poddar Housing and Development,BSE:PODDARHOUS-Z,523628,PODDARHOUS
NATIONAL FERTILIZERS LTD.,BSE:NFL-A,523630,NFL
IP RINGS LTD.,BSE:IPRINGLTD-X,523638,IPRINGLTD
P.I.INDUSTRIES LTD.,BSE:PIIND-A,523642,PIIND
PLASTIBLENDS INDIA LTD.,BSE:PLASTIBLEN-B,523648,PLASTIBLEN
YASH INNOVENTURES LIMITED,BSE:YASHINNO-X,523650,YASHINNO
Kkalpana Plastick Limited,BSE:KKPLASTICK-XT,523652,KKPLASTICK
WATERBASE LTD.,BSE:WATERBASE-X,523660,WATERBASE
FLEX FOODS LTD.,BSE:FLEXFO-X,523672,FLEXFO
GOLKUNDA DIAMONDS & JEWELLERY,BSE:GOLKUNDIA-XT,523676,GOLKUNDIA
APCOTEX INDUSTRIES LTD.,BSE:APCOTEXIND-B,523694,APCOTEXIND
FORTIS MALAR HOSPITALS LIMITED,BSE:FORTISMLR-XT,523696,FORTISMLR
MASTEK LTD.,BSE:MASTEK-A,523704,MASTEK
EIMCO ELECON (INDIA) LTD.,BSE:EIMCOELECO-T,523708,EIMCOELECO
SAYAJI HOTELS LTD.,BSE:SAYAJIHOTL-X,523710,SAYAJIHOTL
JMG CORPORATION LTD.,BSE:JMGCORP-P,523712,JMGCORP
ASHIANA HOUSING LTD.,BSE:ASHIANA-B,523716,ASHIANA
SVAM SOFTWARE LTD.,BSE:SVAMSOF-XT,523722,SVAMSOF
ECOBOARD INDUSTRIES LTD.,BSE:ECOBOAR-X,523732,ECOBOAR
Dhunseri Ventures Limited,BSE:DVL-B,523736,DVL
TRANS INDIA HOUSE IMPEX LIMITE,BSE:TIHIL-X,523752,TIHIL
MAHINDRA EPC IRRIGATION LIMITE,BSE:MAHEPC-B,523754,MAHEPC
Mitshi India Limited,BSE:MITSHI-XT,523782,MITSHI
SHUKRA JEWELLERS LTD.,BSE:SHUKJEW-P,523790,SHUKJEW
MAZDA LTD.,BSE:MAZDA-B,523792,MAZDA
VICEROY HOTELS LTD.,BSE:VHLTD-T,523796,VHLTD
SOVEREIGN DIAMONDS LTD.,BSE:SOVERDIA-X,523826,SOVERDIA
MENON BEARINGS LTD.,BSE:MENONBE-B,523828,MENONBE
MUKAT PIPES LTD.,BSE:MUKATPIP-X,523832,MUKATPIP
GUJARAT RAFFIA INDUSTRIES LTD.,BSE:GUJRAFFIA-B,523836,GUJRAFFIA
SIMPLEX INFRASTRUCTURES LTD.,BSE:SIMPLEXINF-T,523838,SIMPLEXINF
INNOVATIVE TECH PACK LTD.,BSE:INNOVTEC-X,523840,INNOVTEC
SUPER TANNERY LIMITED,BSE:SUPTANERY-X,523842,SUPTANERY
CONSTRONICS INFRA LIMITED,BSE:CONSTRONIC-XT,523844,CONSTRONIC
AXTEL INDUSTRIES LTD.,BSE:AXTEL-X,523850,AXTEL
V R WOODART LTD.,BSE:VRWODAR-ZP,523888,VRWODAR
AVI PRODUCTS INDIA LIMITED,BSE:APIL-X,523896,APIL
POONAWALLA FINCORP LIMITED,BSE:POONAWALLA-A,524000,POONAWALLA
HINDUSTAN FLUOROCARBONS LTD.,BSE:HINFLUR-B,524013,HINFLUR
Kingfa Science & Technology (I,BSE:KINGFA-B,524019,KINGFA
PATIDAR BUILDCON LIMITED,BSE:PATIDAR-XT,524031,PATIDAR
RAMA PHOSPHATES LTD.,BSE:RAMAPHO-B,524037,RAMAPHO
VENLON ENTERPRISES LTD.,BSE:VENLONENT-X,524038,VENLONENT
PET PLASTICS LTD.,BSE:PETPLST-XT,524046,PETPLST
POLYPLEX CORPORATION LTD.,BSE:POLYPLEX-A,524051,POLYPLEX
ALBERT DAVID LTD.,BSE:ALBERTDAVD-B,524075,ALBERTDAVD
HARYANA LEATHER CHEMICALS LTD.,BSE:HARLETH-XT,524080,HARLETH
CARYSIL LIMITED,BSE:CARYSIL-B,524091,CARYSIL
KABRA EXTRUSIONTECHNIK LTD.,BSE:KABRAEXTRU-B,524109,KABRAEXTRU
VINYL CHEMICALS (INDIA) LTD.,BSE:VINYLINDIA-B,524129,VINYLINDIA
PEE CEE COSMA SOPE LTD.,BSE:PCCOSMA-X,524136,PCCOSMA
TCM LTD.,BSE:TCMLMTD-X,524156,TCMLMTD
IOL CHEMICALS & PHARMACEUTICAL,BSE:IOLCP-A,524164,IOLCP
KESAR PETROPRODUCTS LTD.,BSE:KESARPE-XT,524174,KESARPE
VINATI ORGANICS LTD.,BSE:VINATIORGA-A,524200,VINATIORGA
LACTOSE (INDIA) LTD.,BSE:LACTOSE-X,524202,LACTOSE
TEESTA AGRO INDUSTRIES LTD.,BSE:TEEAI-X,524204,TEEAI
AARTI INDUSTRIES LTD.,BSE:AARTIIND-A,524208,AARTIIND
PENTOKEY ORGANY (INDIA) LTD.,BSE:PNTKYOR-X,524210,PNTKYOR
WANBURY LTD.,BSE:WANBURY-B,524212,WANBURY
RESONANCE SPECIALTIES LTD.,BSE:RESONANCE-X,524218,RESONANCE
GUJARAT AMBUJA EXPORTS LTD.,BSE:GAEL-A,524226,GAEL
RASHTRIYA CHEMICALS & FERTILIZ,BSE:RCF-A,524230,RCF
KOPRAN LTD.,BSE:KOPRAN-B,524280,KOPRAN
AIMCO PESTICIDES LTD.,BSE:AIMCOPEST-X,524288,AIMCOPEST
GUJARAT TERCE LABORATORIES LTD,BSE:GUJTERC-XT,524314,GUJTERC
SEYA INDUSTRIES LTD.,BSE:SEYAIND-T,524324,SEYAIND
JAYANT AGRO-ORGANICS LTD.,BSE:JAYAGROGN-B,524330,JAYAGROGN
BCL INDUSTRIES LIMITED,BSE:BCLIND-B,524332,BCLIND
SHREE HARI CHEMICALS EXPORT LT,BSE:SHHARICH-X,524336,SHHARICH
INDO BORAX & CHEMICALS LTD.,BSE:INDOBORAX-B,524342,INDOBORAX
AARTI DRUGS LTD.,BSE:AARTIDRUGS-A,524348,AARTIDRUGS
BODAL CHEMICALS LTD.,BSE:BODALCHEM-B,524370,BODALCHEM
Orchid Pharma Limited,BSE:ORCHPHARMA-B,524372,ORCHPHARMA
VIMTA LABS LTD.,BSE:VIMTALABS-B,524394,VIMTALABS
BIOFIL CHEMICALS & PHARMACEUTI,BSE:BIOFILCHEM-B,524396,BIOFILCHEM
ISHITA DRUGS & INDUSTRIES LTD.,BSE:ISHITADR-X,524400,ISHITADR
MARKSANS PHARMA LTD.,BSE:MARKSANS-A,524404,MARKSANS
UNIVERSAL STARCH-CHEM ALLIED L,BSE:UNIVSTAR-X,524408,UNIVSTAR
AAREY DRUGS & PHARMACEUTICALS,BSE:AAREYDRUGS-T,524412,AAREYDRUGS
NORRIS MEDICINES LTD.,BSE:NORRIS-XT,524414,NORRIS
ASIAN PETROPRODUCTS & EXPORTS,BSE:ASINPET-X,524434,ASINPET
CAMEX LTD.,BSE:CAMEXLTD-X,524440,CAMEXLTD
EVEXIA LIFECARE LIMITED,BSE:EVEXIA-XT,524444,EVEXIA
INDO EURO INDCHEM LTD.,BSE:INDOEURO-XT,524458,INDOEURO
SYNCOM FORMULATIONS (INDIA) LT,BSE:SYNCOMF-B,524470,SYNCOMF
RIDDHI SIDDHI GLUCO BIOLS LTD.,BSE:RIDDHI-X,524480,RIDDHI
SVC INDUSTRIES LIMITED,BSE:SVCIND-XT,524488,SVCIND
IPCA LABORATORIES LTD.,BSE:IPCALAB-A,524494,IPCALAB
KILITCH DRUGS (INDIA) LTD.,BSE:KILITCH-B,524500,KILITCH
RAAJ MEDISAFE INDIA LTD.,BSE:RAAJMEDI-P,524502,RAAJMEDI
REVATI ORGANICS LTD.,BSE:REVAORG-XT,524504,REVAORG
CORAL LABORATORIES LTD.,BSE:CORALAB-X,524506,CORALAB
TULASEE BIO-ETHANOL LTD.,BSE:TULASEEBIOE-ZP,524514,TULASEEBIOE
BACIL PHARMA LTD.,BSE:BACPHAR-XT,524516,BACPHAR
KREBS BIOCHEMICALS & INDUSTRIE,BSE:KREBSBIO-B,524518,KREBSBIO
KMC SPECIALITY HOSPITALS (INDI,BSE:KMCSHIL-B,524520,KMCSHIL
LAFFANS PETROCHEMICALS LTD.,BSE:LAFFANSQ-X,524522,LAFFANSQ
BHASKAR AGROCHEMICALS LTD.,BSE:BHASKAGR-X,524534,BHASKAGR
SUKHJIT STARCH & CHEMICALS LTD,BSE:SUKHJITS-B,524542,SUKHJITS
Satiate Agri Limited,BSE:SATAGRI-P,524546,SATAGRI
NEULAND LABORATORIES LTD.,BSE:NEULANDLAB-A,524558,NEULANDLAB
GAYATRI BIOORGANICS LTD.,BSE:GAYATRIBI-X,524564,GAYATRIBI
PODDAR PIGMENTS LTD.,BSE:PODDARMENT-B,524570,PODDARMENT
PHARMAIDS PHARMACEUTICALS LTD.,BSE:PHARMAID-XT,524572,PHARMAID
VIVID GLOBAL INDUSTRIES LTD.,BSE:VIVIDIND-X,524576,VIVIDIND
PRIYA LTD.,BSE:PRIYALT-X,524580,PRIYALT
TIRUPATI STARCH & CHEMICALS LT,BSE:TIRUSTA-X,524582,TIRUSTA
HEMO ORGANIC LIMITED,BSE:HEMORGANIC-XT,524590,HEMORGANIC
Aeonx Digital Technology Limit,BSE:AEONXDIGI-X,524594,AEONXDIGI
AKSHARCHEM (INDIA) LTD.,BSE:AKSHARCHEM-B,524598,AKSHARCHEM
BANDARAM PHARMA PACKTECH LIMIT,BSE:BANDARAM-X,524602,BANDARAM
ADLINE CHEM LAB LIMITED,BSE:ADLINE-P,524604,ADLINE
BERYL DRUGS LTD.,BSE:BERLDRG-X,524606,BERLDRG
IEL LIMITED,BSE:INDXTRA-X,524614,INDXTRA
ISTREET NETWORK LIMITED,BSE:ISTRNETWK-XT,524622,ISTRNETWK
GAGAN GASES LTD.,BSE:GAGAN-X,524624,GAGAN
PARKER AGROCHEM EXPORTS LTD.,BSE:PARKERAC-XT,524628,PARKERAC
Shukra Pharmaceuticals Limited,BSE:SHUKRAPHAR-XT,524632,SHUKRAPHAR
ALUFLUORIDE LTD.,BSE:ALUFLUOR-X,524634,ALUFLUOR
OXYGENTA PHARMACEUTICAL LIMITE,BSE:OXYGENTAPH-XT,524636,OXYGENTAPH
ARCHIT ORGANOSYS LTD.,BSE:ARCHITORG-X,524640,ARCHITORG
SIKOZY REALTORS LIMITED,BSE:SIKOZY-XT,524642,SIKOZY
INDO AMINES LTD.,BSE:INDOAMIN-B,524648,INDOAMIN
IND-SWIFT LTD.,BSE:INDSWFTLTD-T,524652,INDSWFTLTD
NATURAL CAPSULES LTD.,BSE:NATCAPSUQ-X,524654,NATCAPSUQ
WELCURE DRUGS & PHARMACEUTICAL,BSE:WELCURE-XT,524661,WELCURE
BHARAT IMMUNOLOGICALS & BIOLOG,BSE:BIBCL-B,524663,BIBCL
SAVITA OIL TECHNOLOGIES LTD.,BSE:SOTL-B,524667,SOTL
HESTER BIOSCIENCES LTD.,BSE:HESTERBIO-B,524669,HESTERBIO
KABSONS INDUSTRIES LTD.,BSE:KABSON-X,524675,KABSON
BASANT AGRO TECH (INDIA) LTD.,BSE:BASANTGL-X,524687,BASANTGL
SANDU PHARMACEUTICALS LTD.,BSE:SANDUPHQ-X,524703,SANDUPHQ
NACL Industries Limited,BSE:NACLIND-B,524709,NACLIND
VISTA PHARMACEUTICALS LTD.,BSE:VISTAPH-Z,524711,VISTAPH
SUN PHARMACEUTICAL INDUSTRIES,BSE:SUNPHARMA-A,524715,SUNPHARMA
TITAN BIOTECH LTD.,BSE:TITANBIO-X,524717,TITANBIO
BIJOY HANS LTD.,BSE:BIJHANS-X,524723,BIJHANS
Span Divergent Limited,BSE:SDL-XT,524727,SDL
JENBURKT PHARMACEUTICALS LTD.,BSE:JENBURPH-X,524731,JENBURPH
HIKAL LTD.,BSE:HIKAL-A,524735,HIKAL
CAPLIN POINT LABORATORIES LTD.,BSE:CAPLIPOINT-A,524742,CAPLIPOINT
FISCHER CHEMIC LTD.,BSE:FISCHER-XT,524743,FISCHER
LINK PHARMA CHEM LTD.,BSE:LINKPH-X,524748,LINKPH
DECIPHER LABS LIMITED,BSE:DECIPHER-X,524752,DECIPHER
EMMESSAR BIOTECH & NUTRITION L,BSE:EMMESSA-X,524768,EMMESSA
NGL FINE-CHEM LTD.,BSE:NGLFINE-B,524774,NGLFINE
EVEREST ORGANICS LTD.,BSE:EVERESTO-X,524790,EVERESTO
AUROBINDO PHARMA LTD.,BSE:AUROPHARMA-A,524804,AUROPHARMA
PHYTO CHEM (INDIA) LTD.,BSE:PHYTO-X,524808,PHYTO
NATCO PHARMA LTD.,BSE:NATCOPHARM-A,524816,NATCOPHARM
DYNAMIC INDUSTRIES LTD.,BSE:DYNAMIND-X,524818,DYNAMIND
PANAMA PETROCHEM LTD.,BSE:PANAMAPET-B,524820,PANAMAPET
BAL PHARMA LTD.,BSE:BALPHARMA-B,524824,BALPHARMA
BDH INDUSTRIES LTD.,BSE:BDH-XT,524828,BDH
JAUSS POLYMERS LTD.,BSE:JAUSPOL-XT,526001,JAUSPOL
GLOBUS CONSTRUCTORS & DEVELOPE,BSE:GLOBUSCON-X,526025,GLOBUSCON
CUBEX TUBINGS LTD.,BSE:CUBEXTUB-T,526027,CUBEXTUB
POLYMECHPLAST MACHINES LTD.,BSE:POLYCHMP-X,526043,POLYCHMP
GALAXY BEARINGS LTD.,BSE:GALXBRG-X,526073,GALXBRG
SC Agrotech Limited,BSE:SCAGRO-X,526081,SCAGRO
RAVILEELA GRANITES LTD.,BSE:RALEGRA-XT,526095,RALEGRA
UNIROYAL MARINE EXPORTS LTD.,BSE:UNRYLMA-X,526113,UNRYLMA
KARAN WOO-SIN LTD.,BSE:KARANWO-XT,526115,KARANWO
SHERVANI INDUSTRIAL SYNDICATE,BSE:SHERVANI-X,526117,SHERVANI
BN HOLDINGS LIMITED,BSE:BNHOLDINGS-XT,526125,BNHOLDINGS
SUPERTEX INDUSTRIES LTD.,BSE:SUPERTEX-XT,526133,SUPERTEX
SHETRON LTD.,BSE:SHETR-X,526137,SHETR
TRANSGENE BIOTEK LTD.,BSE:TRABI-X,526139,TRABI
MPL PLASTICS LTD.,BSE:MPL-X,526143,MPL
NIKHIL ADHESIVES LTD.,BSE:NIKHILAD-X,526159,NIKHILAD
SPENTA INTERNATIONAL LTD.,BSE:SPENTA-X,526161,SPENTA
MULTIBASE INDIA LTD.,BSE:MULTIBASE-X,526169,MULTIBASE
ANDREW YULE & COMPANY LTD.,BSE:ANDREWYU-B,526173,ANDREWYU
LUDLOW JUTE & SPECIALITIES LTD,BSE:LUDLOWJUT-X,526179,LUDLOWJUT
ASHRAM ONLINE.COM LTD.,BSE:ASHRAM-X,526187,ASHRAM
ROYAL CUSHION VINYL PRODUCTS L,BSE:ROYALCU-X,526193,ROYALCU
SURAJ INDUSTRIES LTD.,BSE:SURJIND-X,526211,SURJIND
Hitech Corporation Limited,BSE:HITECHCORP-B,526217,HITECHCORP
BLOOM DEKOR LTD.,BSE:BLOOM-XT,526225,BLOOM
FILATEX INDIA LTD.,BSE:FILATEX-B,526227,FILATEX
STANDARD SURFACTANTS LTD.,BSE:STDSFAC-X,526231,STDSFAC
MORGAN VENTURES LTD.,BSE:MORGAN-XT,526237,MORGAN
AMRAPALI INDUSTRIES LTD.,BSE:AMRAPLIN-X,526241,AMRAPLIN
PREMIER EXPLOSIVES LTD.,BSE:PREMEXPLN-B,526247,PREMEXPLN
MID EAST PORTFOLIO MANAGEMENT,BSE:MIDEASTP-XT,526251,MIDEASTP
MOLD-TEK TECHNOLOGIES LTD.,BSE:MOLDTECH-B,526263,MOLDTECH
CRESTCHEM LTD.,BSE:CRSTCHM-XT,526269,CRSTCHM
