Company name,Fyers symbol,BSE Code,Symbol
Greenpanel Industries Limited,BSE:GREENPANEL-A,542857,GREENPANEL
Shahlon Silk Industries Limite,BSE:SHAHLON-XT,542862,SHAHLON
Aditya Birla Sun Life Mutual F,BSE:ABSLBANETF-B,542863,ABSLBANETF
MOUNT HOUSING AND INFRASTRUCTU,BSE:MOUNT-XT,542864,MOUNT
Anuroop Packaging Limited,BSE:ANUROOP-B,542865,ANUROOP
COLAB CLOUD PLATFORMS LIMITED,BSE:COLABCLOUD-XT,542866,COLABCLOUD
CSB Bank Limited,BSE:CSBBANK-A,542867,CSBBANK
Ujjivan Small Finance Bank Lim,BSE:UJJIVANSFB-A,542904,UJJIVANSFB
Hindware Home Innovation Limit,BSE:HINDWAREAP-A,542905,HINDWAREAP
Easun Capital Markets Limited,BSE:EASUN-XT,542906,EASUN
Prince Pipes and Fittings Limi,BSE:PRINCEPIPE-A,542907,PRINCEPIPE
Edelweiss Mutual Fund,BSE:EBBETF0430-F,542909,EBBETF0430
Valencia Nutrition Limited,BSE:VALENCIA-TS,542910,VALENCIA
Assam Entrade Limited,BSE:ASSAMENT-XT,542911,ASSAMENT
Gian Life Care Limited,BSE:GIANLIFE-B,542918,GIANLIFE
Artemis Medicare Services Limi,BSE:ARTEMISMED-B,542919,ARTEMISMED
SUMITOMO CHEMICAL INDIA LIMITE,BSE:SUMICHEM-A,542920,SUMICHEM
ICICI Prudential Mutual Fund,BSE:MIDCAPIETF-B,542921,MIDCAPIETF
Mirae Asset Mutual Fund,BSE:NEXT50-B,542922,NEXT50
Tranway Technologies Limited,BSE:TRANWAY-MS,542923,TRANWAY
Janus Corporation Limited,BSE:JANUSCORP-M,542924,JANUSCORP
Vardhan Capital & Finance Limi,BSE:VARDHANCFL-XT,542931,VARDHANCFL
UNIVERSUS PHOTO IMAGINGS LIMIT,BSE:UNIVPHOTO-B,542933,UNIVPHOTO
Chandra Bhagat Pharma Limited,BSE:CBPL-M,542934,CBPL
Octavius Plantations Limited,BSE:OCTAVIUSPL-XT,542938,OCTAVIUSPL
SUVEN PHARMACEUTICALS LIMITED,BSE:SUVENPHAR-A,543064,SUVENPHAR
SM Auto Stamping Limited,BSE:SMAUTO-MT,543065,SMAUTO
SBI CARDS AND PAYMENT SERVICES,BSE:SBICARD-A,543066,SBICARD
Nippon India Mutual Fund,BSE:07AGG-F,543071,07AGG
Nippon India Mutual Fund,BSE:07BPB-F,543072,07BPB
Nippon India Mutual Fund,BSE:07DPD-F,543073,07DPD
Nippon India Mutual Fund,BSE:07DPR-F,543074,07DPR
Nippon India Mutual Fund,BSE:07QPD-F,543075,07QPD
Nippon India Mutual Fund,BSE:07ABB-F,543076,07ABB
Nippon India Mutual Fund,BSE:07QPR-F,543077,07QPR
Nippon India Mutual Fund,BSE:07ADD-F,543078,07ADD
Nippon India Mutual Fund,BSE:07GPG-F,543079,07GPG
Nippon India Mutual Fund,BSE:07ADR-F,543080,07ADR
Nippon India Mutual Fund,BSE:07AQD-F,543081,07AQD
Nippon India Mutual Fund,BSE:07AQR-F,543082,07AQR
Nippon India Mutual Fund,BSE:09MPD-F,543083,09MPD
Nippon India Mutual Fund,BSE:09MPR-F,543084,09MPR
Nippon India Mutual Fund,BSE:09QPD-F,543085,09QPD
Nippon India Mutual Fund,BSE:09QPR-F,543086,09QPR
Nippon India Mutual Fund,BSE:09AGG-F,543087,09AGG
Nippon India Mutual Fund,BSE:09AMD-F,543088,09AMD
Nippon India Mutual Fund,BSE:09AMR-F,543089,09AMR
Nippon India Mutual Fund,BSE:09AQD-F,543090,09AQD
Nippon India Mutual Fund,BSE:09AQR-F,543091,09AQR
Nippon India Mutual Fund,BSE:09GPG-F,543092,09GPG
UTI Mutual Fund,BSE:UTCRFS2DQP-F,543097,UTCRFS2DQP
UTI Mutual Fund,BSE:UTCRFS2DQR-F,543098,UTCRFS2DQR
UTI Mutual Fund,BSE:UTCRFS2DGR-F,543099,UTCRFS2DGR
UTI Mutual Fund,BSE:UTCRFS2DAP-F,543100,UTCRFS2DAP
UTI Mutual Fund,BSE:UTCRFS2DAR-F,543101,UTCRFS2DAR
UTI Mutual Fund,BSE:UTCRFS2DHP-F,543102,UTCRFS2DHP
UTI Mutual Fund,BSE:UTCRFS2DHR-F,543103,UTCRFS2DHR
UTI Mutual Fund,BSE:UTCRFS2DFP-F,543104,UTCRFS2DFP
UTI Mutual Fund,BSE:UTCRFS2DFR-F,543105,UTCRFS2DFR
UTI Mutual Fund,BSE:UTCRFS2DMP-F,543106,UTCRFS2DMP
UTI Mutual Fund,BSE:UTCRFS2DMR-F,543107,UTCRFS2DMR
UTI Mutual Fund,BSE:UTCRFS2RQP-F,543108,UTCRFS2RQP
UTI Mutual Fund,BSE:UTCRFS2RQR-F,543109,UTCRFS2RQR
UTI Mutual Fund,BSE:UTCRFS2RGR-F,543110,UTCRFS2RGR
UTI Mutual Fund,BSE:UTCRFS2RAP-F,543111,UTCRFS2RAP
UTI Mutual Fund,BSE:UTCRFS2RAR-F,543112,UTCRFS2RAR
UTI Mutual Fund,BSE:UTCRFS2RHP-F,543113,UTCRFS2RHP
UTI Mutual Fund,BSE:UTCRFS2RHR-F,543114,UTCRFS2RHR
UTI Mutual Fund,BSE:UTCRFS2RFP-F,543115,UTCRFS2RFP
UTI Mutual Fund,BSE:UTCRFS2RFR-F,543116,UTCRFS2RFR
UTI Mutual Fund,BSE:UTCRFS2RMP-F,543117,UTCRFS2RMP
UTI Mutual Fund,BSE:UTCRFS2RMR-F,543118,UTCRFS2RMR
UTI Mutual Fund,BSE:UTMTFS2DQP-F,543119,UTMTFS2DQP
UTI Mutual Fund,BSE:UTMTFS2DQR-F,543120,UTMTFS2DQR
UTI Mutual Fund,BSE:UTMTFS2DGR-F,543121,UTMTFS2DGR
UTI Mutual Fund,BSE:UTMTFS2DAP-F,543122,UTMTFS2DAP
UTI Mutual Fund,BSE:UTMTFS2DAR-F,543123,UTMTFS2DAR
UTI Mutual Fund,BSE:UTMTFS2DHP-F,543124,UTMTFS2DHP
UTI Mutual Fund,BSE:UTMTFS2DHR-F,543125,UTMTFS2DHR
UTI Mutual Fund,BSE:UTMTFS2DFP-F,543126,UTMTFS2DFP
UTI Mutual Fund,BSE:UTMTFS2DFR-F,543127,UTMTFS2DFR
UTI Mutual Fund,BSE:UTMTFS2DMP-F,543128,UTMTFS2DMP
UTI Mutual Fund,BSE:UTMTFS2DMR-F,543129,UTMTFS2DMR
UTI Mutual Fund,BSE:UTMTFS2RQP-F,543130,UTMTFS2RQP
UTI Mutual Fund,BSE:UTMTFS2RQR-F,543131,UTMTFS2RQR
UTI Mutual Fund,BSE:UTMTFS2RGR-F,543132,UTMTFS2RGR
UTI Mutual Fund,BSE:UTMTFS2RAP-F,543133,UTMTFS2RAP
UTI Mutual Fund,BSE:UTMTFS2RAR-F,543134,UTMTFS2RAR
UTI Mutual Fund,BSE:UTMTFS2RHP-F,543135,UTMTFS2RHP
UTI Mutual Fund,BSE:UTMTFS2RHR-F,543136,UTMTFS2RHR
UTI Mutual Fund,BSE:UTMTFS2RFP-F,543137,UTMTFS2RFP
UTI Mutual Fund,BSE:UTMTFS2RFR-F,543138,UTMTFS2RFR
UTI Mutual Fund,BSE:UTMTFS2RMP-F,543139,UTMTFS2RMP
UTI Mutual Fund,BSE:UTMTFS2RMR-F,543140,UTMTFS2RMR
Nippon India Mutual Fund,BSE:08MPD-B,543144,08MPD
Nippon India Mutual Fund,BSE:08ADR-B,543145,08ADR
Nippon India Mutual Fund,BSE:08MPR-B,543146,08MPR
Nippon India Mutual Fund,BSE:08AMD-B,543147,08AMD
Nippon India Mutual Fund,BSE:08AMR-B,543148,08AMR
Nippon India Mutual Fund,BSE:08BPB-B,543149,08BPB
Nippon India Mutual Fund,BSE:08GPG-B,543150,08GPG
Nippon India Mutual Fund,BSE:08ABB-B,543151,08ABB
Nippon India Mutual Fund,BSE:08QPD-B,543152,08QPD
Nippon India Mutual Fund,BSE:08AGG-B,543153,08AGG
Nippon India Mutual Fund,BSE:08QPR-B,543154,08QPR
Nippon India Mutual Fund,BSE:08AQD-B,543155,08AQD
Nippon India Mutual Fund,BSE:08DPD-B,543156,08DPD
Nippon India Mutual Fund,BSE:10IGG-F,543157,10IGG
Nippon India Mutual Fund,BSE:10DPD-F,543158,10DPD
Nippon India Mutual Fund,BSE:10DPR-F,543159,10DPR
Nippon India Mutual Fund,BSE:10DRD-F,543160,10DRD
Nippon India Mutual Fund,BSE:10AGG-F,543161,10AGG
Nippon India Mutual Fund,BSE:10DRR-F,543162,10DRR
Nippon India Mutual Fund,BSE:10ADD-F,543163,10ADD
Nippon India Mutual Fund,BSE:10ADR-F,543164,10ADR
Nippon India Mutual Fund,BSE:10ARD-F,543165,10ARD
Nippon India Mutual Fund,BSE:10ARR-F,543166,10ARR
Nippon India Mutual Fund,BSE:10GPG-F,543167,10GPG
Nippon India Mutual Fund,BSE:08AQR-B,543168,08AQR
Nippon India Mutual Fund,BSE:08DPR-B,543169,08DPR
Nippon India Mutual Fund,BSE:08ADD-B,543170,08ADD
RO Jewels Limited,BSE:ROJL-B,543171,ROJL
Cospower Engineering Limited,BSE:COSPOWER-M,543172,COSPOWER
Nippon India Mutual Fund,BSE:11DPR-B,543173,11DPR
Nippon India Mutual Fund,BSE:11GPG-B,543174,11GPG
Nippon India Mutual Fund,BSE:11MPD-B,543175,11MPD
Nippon India Mutual Fund,BSE:11MPR-B,543176,11MPR
Nippon India Mutual Fund,BSE:11QPD-B,543177,11QPD
Nippon India Mutual Fund,BSE:11QPR-B,543178,11QPR
Nippon India Mutual Fund,BSE:11ADD-B,543179,11ADD
Nippon India Mutual Fund,BSE:11ADR-B,543180,11ADR
Nippon India Mutual Fund,BSE:11AGG-B,543181,11AGG
Nippon India Mutual Fund,BSE:11AMD-B,543182,11AMD
Nippon India Mutual Fund,BSE:11AMR-B,543183,11AMR
Nippon India Mutual Fund,BSE:11AQD-B,543184,11AQD
Nippon India Mutual Fund,BSE:11AQR-B,543185,11AQR
Nippon India Mutual Fund,BSE:11DPD-B,543186,11DPD
HITACHI ENERGY INDIA LIMITED,BSE:POWERINDIA-A,543187,POWERINDIA
DJ Mediaprint & Logistics Limi,BSE:DJML-T,543193,DJML
Nirmitee Robotics India Limite,BSE:NIRMITEE-TS,543194,NIRMITEE
SBI Mutual Fund,BSE:SFMP34GR-F,543203,SFMP34GR
SBI Mutual Fund,BSE:SFMP34DR-F,543204,SFMP34DR
SBI Mutual Fund,BSE:SFMP34GD-F,543205,SFMP34GD
SBI Mutual Fund,BSE:SFMP34DD-F,543206,SFMP34DD
Natural Biocon (India) Limited,BSE:NATURAL-X,543207,NATURAL
REGIS INDUSTRIES LIMITED,BSE:REGIS-X,543208,REGIS
Billwin Industries Limited,BSE:BILLWIN-M,543209,BILLWIN
Aarti Surfactants Limited,BSE:AARTISURF-B,543210,AARTISURF
BONLON INDUSTRIES LIMITED,BSE:BONLON-B,543211,BONLON
Borosil Limited,BSE:BOROLTD-A,543212,BOROLTD
ROSSARI BIOTECH LIMITED,BSE:ROSSARI-A,543213,ROSSARI
NDR Auto Components Limited,BSE:NDRAUTO-B,543214,NDRAUTO
Edelweiss Mutual Fund,BSE:EBBETF0425-F,543215,EBBETF0425
Edelweiss Mutual Fund,BSE:EBBETF0431-F,543216,EBBETF0431
Mindspace Business Parks REIT,BSE:MINDSPACE-IF,543217,MINDSPACE
SURATWWALA BUSINESS GROUP LIMI,BSE:SBGLP-B,543218,SBGLP
ICICI Prudential Mutual Fund,BSE:ALPL30IETF-B,543219,ALPL30IETF
Max Healthcare Institute Limit,BSE:MAXHEALTH-A,543220,MAXHEALTH
ICICI Prudential Mutual Fund,BSE:ITIETF-B,543221,ITIETF
Max India Limited,BSE:MAXIND-B,543223,MAXIND
HDFC Mutual Fund,BSE:HDFCNIFBAN-B,543224,HDFCNIFBAN
Data Infrastructure Trust,BSE:DATAINFRA-IF,543225,DATAINFRA
UTI Mutual Fund,BSE:UTIBANKETF-B,543226,UTIBANKETF
Happiest Minds Technologies Li,BSE:HAPPSTMNDS-A,543227,HAPPSTMNDS
Route Mobile Limited,BSE:ROUTE-A,543228,ROUTE
Samrat Forgings Limited,BSE:SAMRATFORG-X,543229,SAMRATFORG
Advait Infratech Limited,BSE:ADVAIT-T,543230,ADVAIT
Archidply Decor Limited,BSE:ADL-B,543231,ADL
Computer Age Management Servic,BSE:CAMS-A,543232,CAMS
Chemcon Speciality Chemicals L,BSE:CHEMCON-B,543233,CHEMCON
Secmark Consultancy Limited,BSE:SECMARK-T,543234,SECMARK
ANGEL ONE LIMITED,BSE:ANGELONE-A,543235,ANGELONE
Atam Valves Limited,BSE:ATAM-T,543236,ATAM
Mazagon Dock Shipbuilders Limi,BSE:MAZDOCK-A,543237,MAZDOCK
UTI Asset Management Company L,BSE:UTIAMC-A,543238,UTIAMC
G M Polyplast Limited,BSE:GMPL-M,543239,GMPL
Likhitha Infrastructure Limite,BSE:LIKHITHA-B,543240,LIKHITHA
Veer Global Infraconstruction ,BSE:VGIL-M,543241,VGIL
Hemisphere Properties India Li,BSE:HEMIPROP-B,543242,HEMIPROP
Equitas Small Finance Bank Lim,BSE:EQUITASBNK-A,543243,EQUITASBNK
Shine Fashions (India) Limited,BSE:SHINEFASH-MT,543244,SHINEFASH
Gland Pharma Limited,BSE:GLAND-A,543245,GLAND
Mirae Asset Mutual Fund,BSE:ESG-B,543246,ESG
Net Pix Shorts Digital Media L,BSE:NETPIX-TS,543247,NETPIX
Restaurant Brands Asia Limited,BSE:RBA-A,543248,RBA
TARC LIMITED,BSE:TARC-B,543249,TARC
Motilal Oswal Mutual Fund,BSE:MOGSEC-F,543250,MOGSEC
Ravinder Heights Limited,BSE:RVHL-B,543251,RVHL
Fairchem Organics Limited,BSE:FAIRCHEMOR-B,543252,FAIRCHEMOR
Mrs. Bectors Food Specialities,BSE:BECTORFOOD-A,543253,BECTORFOOD
Antony Waste Handling Cell Lim,BSE:AWHCL-B,543254,AWHCL
Nippon India Mutual Fund,BSE:INFRABEES-B,543255,INFRABEES
RITA FINANCE AND LEASING LIMIT,BSE:RFLL-X,543256,RFLL
Indian Railway Finance Corpora,BSE:IRFC-A,543257,IRFC
Indigo Paints Limited,BSE:INDIGOPNTS-A,543258,INDIGOPNTS
Home First Finance Company Ind,BSE:HOMEFIRST-A,543259,HOMEFIRST
STOVE KRAFT LIMITED,BSE:STOVEKRAFT-B,543260,STOVEKRAFT
Brookfield India Real Estate T,BSE:BIRET-IF,543261,BIRET
MRP Agro Limited,BSE:MRP-MT,543262,MRP
SMC Global Securities Limited,BSE:SMCGLOBAL-B,543263,SMCGLOBAL
Nureca Limited,BSE:NURECA-B,543264,NURECA
RailTel Corporation of India L,BSE:RAILTEL-A,543265,RAILTEL
Heranba Industries Limited,BSE:HERANBA-B,543266,HERANBA
Davangere Sugar Company Limite,BSE:DAVANGERE-B,543267,DAVANGERE
DRC Systems India Limited,BSE:DRCSYSTEMS-B,543268,DRCSYSTEMS
Adjia Technologies Limited,BSE:ADJIA-TS,543269,ADJIA
MTAR Technologies Limited,BSE:MTARTECH-A,543270,MTARTECH
Jubilant Ingrevia Limited,BSE:JUBLINGREA-A,543271,JUBLINGREA
Easy Trip Planners Limited,BSE:EASEMYTRIP-A,543272,EASEMYTRIP
Knowledge Marine & Engineering,BSE:KMEW-M,543273,KMEW
SUUMAYA CORPORATION LIMITED,BSE:SUUMAYA-M,543274,SUUMAYA
Anupam Rasayan India Limited,BSE:ANURAS-A,543275,ANURAS
Craftsman Automation Limited,BSE:CRAFTSMAN-A,543276,CRAFTSMAN
Laxmi Organic Industries Limit,BSE:LXCHEM-A,543277,LXCHEM
Kalyan Jewellers India Limited,BSE:KALYANKJIL-A,543278,KALYANKJIL
Suryoday Small Finance Bank Li,BSE:SURYODAY-A,543279,SURYODAY
Nazara Technologies Limited,BSE:NAZARA-A,543280,NAZARA
Suvidhaa Infoserve Limited,BSE:SUVIDHAA-B,543281,SUVIDHAA
Niks Technology Limited,BSE:NIKSTECH-TS,543282,NIKSTECH
BARBEQUE-NATION HOSPITALITY LI,BSE:BARBEQUE-A,543283,BARBEQUE
EKI Energy Services Limited,BSE:EKI-B,543284,EKI
Rajeshwari Cans Limited,BSE:RCAN-MT,543285,RCAN
Jetmall Spices and Masala Limi,BSE:JETMALL-M,543286,JETMALL
Macrotech Developers Limited,BSE:LODHA-A,543287,LODHA
Deep Industries Limited,BSE:DEEPINDS-B,543288,DEEPINDS
Kuberan Global Edu Solutions L,BSE:KGES-TS,543289,KGES
POWERGRID Infrastructure Inves,BSE:PGINVIT-IF,543290,PGINVIT
Mirae Asset Mutual Fund,BSE:MAFANG-B,543291,MAFANG
ICICI Prudential Mutual Fund,BSE:HEALTHIETF-B,543292,HEALTHIETF
SBI Mutual Fund,BSE:SFMP44GR-F,543293,SFMP44GR
SBI Mutual Fund,BSE:SFMP44DR-F,543294,SFMP44DR
SBI Mutual Fund,BSE:SFMP44GD-F,543295,SFMP44GD
SBI Mutual Fund,BSE:SFMP44DD-F,543296,SFMP44DD
Inox Wind Energy Limited,BSE:IWEL-T,543297,IWEL
Vineet Laboratories Limited,BSE:VINEETLAB-B,543298,VINEETLAB
Shyam Metalics and Energy Limi,BSE:SHYAMMETL-A,543299,SHYAMMETL
Sona BLW Precision Forgings Li,BSE:SONACOMS-A,543300,SONACOMS
SBI Mutual Fund,BSE:SFMP45GR-F,543301,SFMP45GR
SBI Mutual Fund,BSE:SFMP45DR-F,543302,SFMP45DR
SBI Mutual Fund,BSE:SFMP45GD-F,543303,SFMP45GD
SBI Mutual Fund,BSE:SFMP45DD-F,543304,SFMP45DD
Navoday Enterprises Limited,BSE:NAVODAYENT-M,543305,NAVODAYENT
Dodla Dairy Limited,BSE:DODLA-B,543306,DODLA
Krishna Institute of Medical S,BSE:KIMS-A,543308,KIMS
Adeshwar Meditex Limited,BSE:ADESHWAR-M,543309,ADESHWAR
Times Green Energy (India) Lim,BSE:TIMESGREEN-M,543310,TIMESGREEN
India Pesticides Limited,BSE:IPL-B,543311,IPL
Focus Business Solution Limite,BSE:FOCUS-MT,543312,FOCUS
SBI Mutual Fund,BSE:SFMP46GR-F,543313,SFMP46GR
SBI Mutual Fund,BSE:SFMP46DR-F,543314,SFMP46DR
SBI Mutual Fund,BSE:SFMP46GD-F,543315,SFMP46GD
SBI Mutual Fund,BSE:SFMP46DD-F,543316,SFMP46DD
G R Infraprojects Limited,BSE:GRINFRA-A,543317,GRINFRA
Clean Science and Technology L,BSE:CLEAN-A,543318,CLEAN
AA Plus Tradelink Limited,BSE:AAPLUSTRAD-MT,543319,AAPLUSTRAD
Zomato Limited,BSE:ZOMATO-A,543320,ZOMATO
Tatva Chintan Pharma Chem Limi,BSE:TATVA-B,543321,TATVA
Glenmark Life Sciences Limited,BSE:GLS-A,543322,GLS
Mirae Asset Mutual Fund,BSE:BFSI-B,543323,BFSI
Gretex Corporate Services Limi,BSE:GCSL-M,543324,GCSL
Rolex Rings Limited,BSE:ROLEXRINGS-A,543325,ROLEXRINGS
ICICI Prudential Mutual Fund,BSE:FMCGIETF-B,543326,FMCGIETF
Exxaro Tiles Limited,BSE:EXXARO-B,543327,EXXARO
Krsnaa Diagnostics Limited,BSE:KRSNAA-B,543328,KRSNAA
Windlas Biotech Limited,BSE:WINDLAS-B,543329,WINDLAS
Devyani International Limited,BSE:DEVYANI-A,543330,DEVYANI
Meghmani Organics Limited,BSE:MOL-A,543331,MOL
Epigral Limited,BSE:EPIGRAL-A,543332,EPIGRAL
CarTrade Tech Limited,BSE:CARTRADE-A,543333,CARTRADE
Nuvoco Vistas Corporation Limi,BSE:NUVOCO-A,543334,NUVOCO
Aptus Value Housing Finance In,BSE:APTUS-A,543335,APTUS
Chemplast Sanmar Limited,BSE:CHEMPLASTS-A,543336,CHEMPLASTS
Kotak Mahindra Mutual Fund,BSE:KTKFMP292RG-F,543337,KTKFMP292RG
Kotak Mahindra Mutual Fund,BSE:KTKFMP292RI-F,543338,KTKFMP292RI
Kotak Mahindra Mutual Fund,BSE:KTKFMP292DG-F,543339,KTKFMP292DG
Kotak Mahindra Mutual Fund,BSE:KTKFMP292DI-F,543340,KTKFMP292DI
SHARPLINE BROADCAST LIMITED,BSE:SHARPLINE-XT,543341,SHARPLINE
Nippon India Mutual Fund,BSE:NIMFHGAP-F,543342,NIMFHGAP
Nippon India Mutual Fund,BSE:NIMFHGAR-F,543343,NIMFHGAR
Nippon India Mutual Fund,BSE:NIMFHGDP-F,543344,NIMFHGDP
Nippon India Mutual Fund,BSE:NIMFHGRG-F,543345,NIMFHGRG
Aashka Hospitals Limited,BSE:AASHKA-M,543346,AASHKA
Axis Mutual Fund,BSE:AXISTECETF-B,543347,AXISTECETF
Axis Mutual Fund,BSE:AXISHCETF-B,543348,AXISHCETF
Ami Organics Limited,BSE:AMIORG-A,543349,AMIORG
Vijaya Diagnostic Centre Limit,BSE:VIJAYA-A,543350,VIJAYA
Naapbooks Limited,BSE:NBL-MS,543351,NBL
PlatinumOne Business Services ,BSE:POBS-M,543352,POBS
DSP Mutual Fund,BSE:D60MS264RG-F,543353,D60MS264RG
DSP Mutual Fund,BSE:D60MS264RP-F,543354,D60MS264RP
DSP Mutual Fund,BSE:D60MS264DG-F,543355,D60MS264DG
DSP Mutual Fund,BSE:D60MS264DP-F,543356,D60MS264DP
Axis Mutual Fund,BSE:AXISCETF-B,543357,AXISCETF
Sansera Engineering Limited,BSE:SANSERA-A,543358,SANSERA
SBI Mutual Fund,BSE:SFMP51GR-F,543359,SFMP51GR
SBI Mutual Fund,BSE:SFMP51DR-F,543360,SFMP51DR
SBI Mutual Fund,BSE:SFMP51GD-F,543361,SFMP51GD
SBI Mutual Fund,BSE:SFMP51DD-F,543362,SFMP51DD
Prevest Denpro Limited,BSE:PREVEST-M,543363,PREVEST
Markolines Pavement Technologi,BSE:MARKOLINES-M,543364,MARKOLINES
Mirae Asset Mutual Fund,BSE:MASPTOP50-B,543365,MASPTOP50
SBL Infratech Limited,BSE:SBLI-MT,543366,SBLI
Paras Defence and Space Techno,BSE:PARAS-A,543367,PARAS
SBI Mutual Fund,BSE:SFMP52GR-F,543368,SFMP52GR
SBI Mutual Fund,BSE:SFMP52DR-F,543369,SFMP52DR
SBI Mutual Fund,BSE:SFMP52GD-F,543370,SFMP52GD
SBI Mutual Fund,BSE:SFMP52DD-F,543371,SFMP52DD
Getalong Enterprise Limited,BSE:GETALONG-MT,543372,GETALONG
Shri Venkatesh Refineries Limi,BSE:SVRL-M,543373,SVRL
Aditya Birla Sun Life AMC Limi,BSE:ABSLAMC-A,543374,ABSLAMC
Promax Power Limited,BSE:PROMAX-M,543375,PROMAX
Samor Reality Limited,BSE:SAMOR-B,543376,SAMOR
Adishakti Loha and Ispat Limit,BSE:ADISHAKTI-M,543377,ADISHAKTI
CWD Limited,BSE:CWD-MS,543378,CWD
SBI Mutual Fund,BSE:SFMP53GR-F,543379,SFMP53GR
SBI Mutual Fund,BSE:SFMP53DR-F,543380,SFMP53DR
SBI Mutual Fund,BSE:SFMP53GD-F,543381,SFMP53GD
SBI Mutual Fund,BSE:SFMP53DD-F,543382,SFMP53DD
ICICI Prudential Mutual Fund,BSE:CONSUMIETF-B,543383,CONSUMIETF
FSN E-Commerce Ventures Limite,BSE:NYKAA-A,543384,NYKAA
National Highways Infra Trust,BSE:NHIT-IF,543385,NHIT
Fino Payments Bank Limited,BSE:FINOPB-B,543386,FINOPB
S.J.S. Enterprises Limited,BSE:SJS-B,543387,SJS
DSP Mutual Fund,BSE:EQUAL50ADD-B,543388,EQUAL50ADD
Sigachi Industries Limited,BSE:SIGACHI-B,543389,SIGACHI
PB Fintech Limited,BSE:POLICYBZR-A,543390,POLICYBZR
Suyog Gurbaxani Funicular Rope,BSE:SGFRL-M,543391,SGFRL
SBI Mutual Fund,BSE:SFMP54GR-F,543392,SFMP54GR
SBI Mutual Fund,BSE:SFMP54DR-F,543393,SFMP54DR
SBI Mutual Fund,BSE:SFMP54GD-F,543394,SFMP54GD
SBI Mutual Fund,BSE:SFMP54DD-F,543395,SFMP54DD
One 97 Communications Limited,BSE:PAYTM-A,543396,PAYTM
Sapphire Foods India Limited,BSE:SAPPHIRE-A,543397,SAPPHIRE
Latent View Analytics Limited,BSE:LATENTVIEW-T,543398,LATENTVIEW
Tarsons Products Limited,BSE:TARSONS-B,543399,TARSONS
Omnipotent Industries Limited,BSE:OMNIPOTENT-M,543400,OMNIPOTENT
Go Fashion (India) Limited,BSE:GOCOLORS-A,543401,GOCOLORS
SBI Mutual Fund,BSE:SFMP55GR-F,543406,SFMP55GR
SBI Mutual Fund,BSE:SFMP55DR-F,543407,SFMP55DR
SBI Mutual Fund,BSE:SFMP55GD-F,543408,SFMP55GD
SBI Mutual Fund,BSE:SFMP55DD-F,543409,SFMP55DD
DMR Hydroengineering & Infrast,BSE:DMR-MT,543410,DMR
HI-TECH PIPES LIMITED,BSE:HITECH-B,543411,HITECH
Star Health and Allied Insuran,BSE:STARHEALTH-A,543412,STARHEALTH
Tega Industries Limited,BSE:TEGA-A,543413,TEGA
Mirae Asset Mutual Fund,BSE:MAHKTECH-B,543414,MAHKTECH
Anand Rathi Wealth Limited,BSE:ANANDRATHI-A,543415,ANANDRATHI
Zodiac Energy Limited,BSE:ZODIAC-T,543416,ZODIAC
RateGain Travel Technologies L,BSE:RATEGAIN-A,543417,RATEGAIN
Edelweiss Mutual Fund,BSE:BBETF0432-F,543418,BBETF0432
Shriram Properties Limited,BSE:SHRIRAMPPS-B,543419,SHRIRAMPPS
Jet Freight Logistics Limited,BSE:JETFREIGHT-B,543420,JETFREIGHT
SBI Mutual Fund,BSE:SFMP57GR-F,543421,SFMP57GR
SBI Mutual Fund,BSE:SFMP57DR-F,543422,SFMP57DR
SBI Mutual Fund,BSE:SFMP57GD-F,543423,SFMP57GD
SBI Mutual Fund,BSE:SFMP57DD-F,543424,SFMP57DD
C.E. Info Systems Limited,BSE:MAPMYINDIA-A,543425,MAPMYINDIA
Metro Brands Limited,BSE:METROBRAND-A,543426,METROBRAND
Medplus Health Services Limite,BSE:MEDPLUS-A,543427,MEDPLUS
Data Patterns (India) Limited,BSE:DATAPATTNS-A,543428,DATAPATTNS
SBI Mutual Fund,BSE:SFMP56GR-F,543429,SFMP56GR
SBI Mutual Fund,BSE:SFMP56DR-F,543430,SFMP56DR
SBI Mutual Fund,BSE:SFMP56GD-F,543431,SFMP56GD
SBI Mutual Fund,BSE:SFMP56DD-F,543432,SFMP56DD
HP Adhesives Limited,BSE:HPAL-B,543433,HPAL
Supriya Lifescience Limited,BSE:SUPRIYA-B,543434,SUPRIYA
CLARA INDUSTRIES LIMITED,BSE:CLARA-M,543435,CLARA
Wherrelz IT Solutions Limited,BSE:WITS-TS,543436,WITS
Motilal Oswal Mutual Fund,BSE:MONQ50-B,543437,MONQ50
DSP Mutual Fund,BSE:MIDQ50ADD-B,543438,MIDQ50ADD
Brandbucket Media & Technology,BSE:BRANDBUCKT-M,543439,BRANDBUCKT
DSP Mutual Fund,BSE:NIFTY50ADD-B,543440,NIFTY50ADD
CMS Info Systems Limited,BSE:CMSINFO-A,543441,CMSINFO
Brand Concepts Limited,BSE:BCONCEPTS-B,543442,BCONCEPTS
Ascensive Educare Limited,BSE:ASCENSIVE-MS,543443,ASCENSIVE
Fabino Life Sciences Limited,BSE:FABINO-M,543444,FABINO
SBI Mutual Fund,BSE:SFMP58GR-F,543445,SFMP58GR
SBI Mutual Fund,BSE:SFMP58DR-F,543446,SFMP58DR
SBI Mutual Fund,BSE:SFMP58GD-F,543447,SFMP58GD
